Entity,Code,Day,people_vaccinated
Canada,CAN,2021-05-05,13394105
Canada,CAN,2021-05-06,13728528
Canada,CAN,2021-05-07,14104164
Canada,CAN,2021-05-08,14411049
Canada,CAN,2021-05-09,14668624
Canada,CAN,2021-05-10,14991030
Canada,CAN,2021-05-11,15272541
Canada,CAN,2021-05-12,15596419
Canada,CAN,2021-05-13,15961692
Canada,CAN,2021-05-14,16363943
Canada,CAN,2021-05-15,16703298
Canada,CAN,2021-05-16,17004917
Canada,CAN,2021-05-17,17381262
Canada,CAN,2021-05-18,17638053
Canada,CAN,2021-05-19,17958575
Canada,CAN,2021-05-20,18312021
Canada,CAN,2021-05-21,18748185
Canada,CAN,2021-05-22,19088516
Canada,CAN,2021-05-23,19372979
Cape Verde,CPV,2021-03-18,0
Cape Verde,CPV,2021-03-24,2184
Cape Verde,CPV,2021-05-12,18650
Cape Verde,CPV,2021-05-18,19858
Cape Verde,CPV,2021-05-21,21357
Cayman Islands,CYM,2020-12-26,0
Cayman Islands,CYM,2021-02-04,7811
Cayman Islands,CYM,2021-02-09,8839
Cayman Islands,CYM,2021-02-10,8912
Cayman Islands,CYM,2021-02-12,9172
Cayman Islands,CYM,2021-02-17,9783
Cayman Islands,CYM,2021-02-19,10277
Cayman Islands,CYM,2021-02-20,10521
Cayman Islands,CYM,2021-02-23,12245
Cayman Islands,CYM,2021-02-24,12710
Cayman Islands,CYM,2021-03-05,17702
Cayman Islands,CYM,2021-03-12,21864
Cayman Islands,CYM,2021-03-16,24366
Cayman Islands,CYM,2021-03-18,25957
Cayman Islands,CYM,2021-03-19,26321
Cayman Islands,CYM,2021-03-22,27611
Cayman Islands,CYM,2021-03-24,28248
Cayman Islands,CYM,2021-03-25,28605
Cayman Islands,CYM,2021-03-29,29644
Cayman Islands,CYM,2021-03-31,30476
Cayman Islands,CYM,2021-04-01,30607
Cayman Islands,CYM,2021-04-07,31302
Cayman Islands,CYM,2021-04-08,31459
Cayman Islands,CYM,2021-04-09,31661
Cayman Islands,CYM,2021-04-13,32969
Cayman Islands,CYM,2021-04-15,33544
Cayman Islands,CYM,2021-04-16,33808
Cayman Islands,CYM,2021-04-20,34614
Cayman Islands,CYM,2021-04-21,34786
Cayman Islands,CYM,2021-04-30,35774
Cayman Islands,CYM,2021-05-05,37062
Cayman Islands,CYM,2021-05-07,37470
Cayman Islands,CYM,2021-05-13,39493
Cayman Islands,CYM,2021-05-14,39792
Cayman Islands,CYM,2021-05-19,40778
Cayman Islands,CYM,2021-05-21,41307
Central African Republic,CAF,2021-05-12,667
Chile,CHL,2020-12-24,420
Chile,CHL,2020-12-25,5198
Chile,CHL,2020-12-26,8338
Chile,CHL,2020-12-27,8649
Chile,CHL,2020-12-28,8649
Chile,CHL,2020-12-29,8649
Chile,CHL,2020-12-30,8649
Chile,CHL,2020-12-31,8649
Chile,CHL,2021-01-01,8649
Chile,CHL,2021-01-02,8649
Chile,CHL,2021-01-03,8649
Chile,CHL,2021-01-04,9054
Chile,CHL,2021-01-05,10497
Chile,CHL,2021-01-06,10702
Chile,CHL,2021-01-07,10702
Chile,CHL,2021-01-08,10702
Chile,CHL,2021-01-09,10702
Chile,CHL,2021-01-10,10702
Chile,CHL,2021-01-11,10702
Chile,CHL,2021-01-12,10702
Chile,CHL,2021-01-13,10703
Chile,CHL,2021-01-14,12821
Chile,CHL,2021-01-15,13778
Chile,CHL,2021-01-16,13801
Chile,CHL,2021-01-17,13801
Chile,CHL,2021-01-18,24836
Chile,CHL,2021-01-19,44188
Chile,CHL,2021-01-20,53491
Chile,CHL,2021-01-21,56552
Chile,CHL,2021-01-22,56964
Chile,CHL,2021-01-23,56964
Chile,CHL,2021-01-24,56964
Chile,CHL,2021-01-25,56981
Chile,CHL,2021-01-26,57002
Chile,CHL,2021-01-27,57003
Chile,CHL,2021-01-28,57003
Chile,CHL,2021-01-29,57003
Chile,CHL,2021-01-30,57004
Chile,CHL,2021-01-31,57004
Chile,CHL,2021-02-01,57004
Chile,CHL,2021-02-02,70185
Chile,CHL,2021-02-03,240595
Chile,CHL,2021-02-04,414672
Chile,CHL,2021-02-05,583363
Chile,CHL,2021-02-06,611211
Chile,CHL,2021-02-07,619847
Chile,CHL,2021-02-08,841376
Chile,CHL,2021-02-09,1083898
Chile,CHL,2021-02-10,1356487
Chile,CHL,2021-02-11,1607790
Chile,CHL,2021-02-12,1837081
Chile,CHL,2021-02-13,1866588
Chile,CHL,2021-02-14,1871054
Chile,CHL,2021-02-15,2136968
Chile,CHL,2021-02-16,2357030
Chile,CHL,2021-02-17,2545138
Chile,CHL,2021-02-18,2700427
Chile,CHL,2021-02-19,2842605
Chile,CHL,2021-02-20,2852244
Chile,CHL,2021-02-21,2853408
Chile,CHL,2021-02-22,2961537
Chile,CHL,2021-02-23,3055774
Chile,CHL,2021-02-24,3141892
Chile,CHL,2021-02-25,3227834
Chile,CHL,2021-02-26,3305953
Chile,CHL,2021-02-27,3315927
Chile,CHL,2021-02-28,3316282
Chile,CHL,2021-03-01,3453407
Chile,CHL,2021-03-02,3612325
Chile,CHL,2021-03-03,3770161
Chile,CHL,2021-03-04,3914851
Chile,CHL,2021-03-05,4051135
Chile,CHL,2021-03-06,4060779
Chile,CHL,2021-03-07,4061844
Chile,CHL,2021-03-08,4198446
Chile,CHL,2021-03-09,4337433
Chile,CHL,2021-03-10,4473185
Chile,CHL,2021-03-11,4644611
Chile,CHL,2021-03-12,4795815
Chile,CHL,2021-03-13,4820111
Chile,CHL,2021-03-14,4822857
Chile,CHL,2021-03-15,4980558
Chile,CHL,2021-03-16,5146871
Chile,CHL,2021-03-17,5297669
Chile,CHL,2021-03-18,5445636
Chile,CHL,2021-03-19,5581448
Chile,CHL,2021-03-20,5604593
Chile,CHL,2021-03-21,5607439
Chile,CHL,2021-03-22,5751351
Chile,CHL,2021-03-23,5898271
Chile,CHL,2021-03-24,6051078
Chile,CHL,2021-03-25,6207547
Chile,CHL,2021-03-26,6373452
Chile,CHL,2021-03-27,6386315
Chile,CHL,2021-03-28,6387284
Chile,CHL,2021-03-29,6538037
Chile,CHL,2021-03-30,6671291
Chile,CHL,2021-03-31,6797817
Chile,CHL,2021-04-01,6932129
Chile,CHL,2021-04-02,6933976
Chile,CHL,2021-04-03,6935851
Chile,CHL,2021-04-04,6936507
Chile,CHL,2021-04-05,7016004
Chile,CHL,2021-04-06,7108525
Chile,CHL,2021-04-07,7202863
Chile,CHL,2021-04-08,7279108
Chile,CHL,2021-04-09,7349447
Chile,CHL,2021-04-10,7360539
Chile,CHL,2021-04-11,7361626
Chile,CHL,2021-04-12,7439249
Chile,CHL,2021-04-13,7513666
Chile,CHL,2021-04-14,7592396
Chile,CHL,2021-04-15,7653952
Chile,CHL,2021-04-16,7711738
Chile,CHL,2021-04-17,7719557
Chile,CHL,2021-04-18,7720416
Chile,CHL,2021-04-19,7764089
Chile,CHL,2021-04-20,7803018
Chile,CHL,2021-04-21,7833992
Chile,CHL,2021-04-22,7890128
Chile,CHL,2021-04-23,7929780
Chile,CHL,2021-04-24,7935485
Chile,CHL,2021-04-25,7935833
Chile,CHL,2021-04-26,7978631
Chile,CHL,2021-04-27,8017365
Chile,CHL,2021-04-28,8060623
Chile,CHL,2021-04-29,8091278
Chile,CHL,2021-04-30,8141804
Chile,CHL,2021-05-01,8142852
Chile,CHL,2021-05-02,8143638
Chile,CHL,2021-05-03,8219387
Chile,CHL,2021-05-04,8300202
Chile,CHL,2021-05-05,8381475
Chile,CHL,2021-05-06,8462782
Chile,CHL,2021-05-07,8546193
Chile,CHL,2021-05-08,8563467
Chile,CHL,2021-05-09,8564424
Chile,CHL,2021-05-10,8667440
Chile,CHL,2021-05-11,8774484
Chile,CHL,2021-05-12,8878911
Chile,CHL,2021-05-13,8975400
Chile,CHL,2021-05-14,9078105
Chile,CHL,2021-05-15,9079205
Chile,CHL,2021-05-16,9079470
Chile,CHL,2021-05-17,9203699
Chile,CHL,2021-05-18,9338779
Chile,CHL,2021-05-19,9462540
Chile,CHL,2021-05-20,9587029
Chile,CHL,2021-05-21,9594735
Chile,CHL,2021-05-22,9619897
Colombia,COL,2021-03-13,749059
Colombia,COL,2021-03-14,803656
Colombia,COL,2021-03-15,868994
Colombia,COL,2021-03-16,928927
Colombia,COL,2021-03-17,971240
Colombia,COL,2021-03-18,1022604
Colombia,COL,2021-03-19,1077837
Colombia,COL,2021-03-20,1127570
Colombia,COL,2021-03-21,1157159
Colombia,COL,2021-03-22,1177935
Colombia,COL,2021-03-23,1236980
Colombia,COL,2021-03-24,1311229
Colombia,COL,2021-03-25,1359247
Colombia,COL,2021-03-26,1448180
Colombia,COL,2021-03-27,1550856
Colombia,COL,2021-03-28,1624565
Colombia,COL,2021-03-29,1736568
Colombia,COL,2021-03-30,1858823
Colombia,COL,2021-03-31,1957325
Colombia,COL,2021-04-01,1965935
Colombia,COL,2021-04-02,1971891
Colombia,COL,2021-04-03,1989856
Colombia,COL,2021-04-04,2005885
Colombia,COL,2021-04-05,2056135
Colombia,COL,2021-04-07,2148976
Colombia,COL,2021-04-08,2172751
Colombia,COL,2021-04-09,2201956
Colombia,COL,2021-04-10,2232564
Colombia,COL,2021-04-12,2258826
Colombia,COL,2021-04-13,2340554
Colombia,COL,2021-04-14,2407129
Colombia,COL,2021-04-16,2496243
Colombia,COL,2021-04-17,2571554
Colombia,COL,2021-04-18,2614088
Colombia,COL,2021-04-19,2678773
Colombia,COL,2021-04-20,2747711
Colombia,COL,2021-04-21,2850117
Colombia,COL,2021-04-22,2904408
Colombia,COL,2021-04-23,2961023
Colombia,COL,2021-04-24,3008636
Colombia,COL,2021-04-25,3039713
Colombia,COL,2021-04-27,3149010
Colombia,COL,2021-04-28,3209415
Colombia,COL,2021-04-29,3277767
Colombia,COL,2021-04-30,3359439
Colombia,COL,2021-05-01,3412223
Colombia,COL,2021-05-02,3454250
Colombia,COL,2021-05-07,3861416
Colombia,COL,2021-05-10,4037833
Colombia,COL,2021-05-11,4140197
Colombia,COL,2021-05-12,4238607
Colombia,COL,2021-05-13,4351490
Colombia,COL,2021-05-15,4552042
Colombia,COL,2021-05-16,4601785
Colombia,COL,2021-05-17,4652005
Colombia,COL,2021-05-18,4759397
Colombia,COL,2021-05-19,4861546
Colombia,COL,2021-05-20,4959877
Colombia,COL,2021-05-22,5126062
Comoros,COM,2021-04-21,13440
Comoros,COM,2021-05-12,43140
Comoros,COM,2021-05-18,43140
Comoros,COM,2021-05-21,43140
Congo,COG,2021-04-14,14297
Congo,COG,2021-05-12,22531
Congo,COG,2021-05-18,22623
Costa Rica,CRI,2020-12-24,55
Costa Rica,CRI,2021-01-03,2455
Costa Rica,CRI,2021-01-08,9751
Costa Rica,CRI,2021-01-15,24804
Costa Rica,CRI,2021-01-18,29257
Costa Rica,CRI,2021-01-25,45707
Costa Rica,CRI,2021-02-01,45863
Costa Rica,CRI,2021-02-08,46750
Costa Rica,CRI,2021-02-15,54395
Costa Rica,CRI,2021-02-22,57162
Costa Rica,CRI,2021-03-01,103695
Costa Rica,CRI,2021-03-05,142049
Costa Rica,CRI,2021-03-08,151841
Costa Rica,CRI,2021-03-12,187826
Costa Rica,CRI,2021-03-15,190088
Costa Rica,CRI,2021-03-22,206198
Costa Rica,CRI,2021-03-24,213404
Costa Rica,CRI,2021-03-29,224092
Costa Rica,CRI,2021-04-06,291368
Costa Rica,CRI,2021-04-12,354291
Costa Rica,CRI,2021-04-19,450593
Costa Rica,CRI,2021-04-26,538682
Costa Rica,CRI,2021-05-03,605099
Costa Rica,CRI,2021-05-10,657301
Costa Rica,CRI,2021-05-17,721882
Cote d'Ivoire,CIV,2021-03-01,0
Cote d'Ivoire,CIV,2021-03-06,2058
Cote d'Ivoire,CIV,2021-03-08,2924
Cote d'Ivoire,CIV,2021-03-09,4363
Cote d'Ivoire,CIV,2021-03-10,8802
Cote d'Ivoire,CIV,2021-03-14,14937
Cote d'Ivoire,CIV,2021-03-15,15181
Cote d'Ivoire,CIV,2021-03-16,17448
Cote d'Ivoire,CIV,2021-03-17,19113
Cote d'Ivoire,CIV,2021-03-18,20766
Cote d'Ivoire,CIV,2021-03-19,22443
Cote d'Ivoire,CIV,2021-03-20,24171
Cote d'Ivoire,CIV,2021-03-21,24639
Cote d'Ivoire,CIV,2021-03-22,24728
Cote d'Ivoire,CIV,2021-03-23,26079
Cote d'Ivoire,CIV,2021-03-24,27886
Cote d'Ivoire,CIV,2021-03-25,29535
Cote d'Ivoire,CIV,2021-03-26,31104
Cote d'Ivoire,CIV,2021-03-27,33395
Cote d'Ivoire,CIV,2021-03-29,34388
Cote d'Ivoire,CIV,2021-03-30,37367
Cote d'Ivoire,CIV,2021-03-31,40153
Cote d'Ivoire,CIV,2021-04-01,42725
Cote d'Ivoire,CIV,2021-04-02,45247
Cote d'Ivoire,CIV,2021-04-03,47968
Cote d'Ivoire,CIV,2021-04-04,49642
Cote d'Ivoire,CIV,2021-04-06,49948
Cote d'Ivoire,CIV,2021-04-08,53071
Cote d'Ivoire,CIV,2021-04-09,60823
Cote d'Ivoire,CIV,2021-04-10,66496
Cote d'Ivoire,CIV,2021-04-11,68843
Cote d'Ivoire,CIV,2021-04-14,83425
Cote d'Ivoire,CIV,2021-04-15,87267
Cote d'Ivoire,CIV,2021-04-16,91901
Cote d'Ivoire,CIV,2021-04-17,93540
Cote d'Ivoire,CIV,2021-04-18,94818
Cote d'Ivoire,CIV,2021-04-21,105110
Cote d'Ivoire,CIV,2021-04-22,109077
Cote d'Ivoire,CIV,2021-04-23,113224
Cote d'Ivoire,CIV,2021-04-24,117227
Cote d'Ivoire,CIV,2021-04-25,118875
Cote d'Ivoire,CIV,2021-04-26,119663
Cote d'Ivoire,CIV,2021-04-27,125958
Cote d'Ivoire,CIV,2021-04-28,132434
Cote d'Ivoire,CIV,2021-04-29,140270
Cote d'Ivoire,CIV,2021-04-30,149037
Cote d'Ivoire,CIV,2021-05-01,158981
Cote d'Ivoire,CIV,2021-05-02,163176
Cote d'Ivoire,CIV,2021-05-03,168419
Cote d'Ivoire,CIV,2021-05-04,183301
Cote d'Ivoire,CIV,2021-05-05,197492
Cote d'Ivoire,CIV,2021-05-06,215010
Cote d'Ivoire,CIV,2021-05-07,235747
Cote d'Ivoire,CIV,2021-05-08,252317
Cote d'Ivoire,CIV,2021-05-09,262639
Cote d'Ivoire,CIV,2021-05-10,267032
Cote d'Ivoire,CIV,2021-05-11,280799
Cote d'Ivoire,CIV,2021-05-12,292537
Cote d'Ivoire,CIV,2021-05-13,295309
Cote d'Ivoire,CIV,2021-05-14,301497
Cote d'Ivoire,CIV,2021-05-15,321020
Cote d'Ivoire,CIV,2021-05-16,333793
Cote d'Ivoire,CIV,2021-05-17,340049
Cote d'Ivoire,CIV,2021-05-18,366285
Cote d'Ivoire,CIV,2021-05-19,391085
Cote d'Ivoire,CIV,2021-05-20,418455
Cote d'Ivoire,CIV,2021-05-21,447449
Cote d'Ivoire,CIV,2021-05-22,473098
Cote d'Ivoire,CIV,2021-05-23,486231
Croatia,HRV,2020-12-30,7864
Croatia,HRV,2021-01-03,12285
Croatia,HRV,2021-01-05,13798
Croatia,HRV,2021-01-07,20603
Croatia,HRV,2021-01-08,24985
Croatia,HRV,2021-01-09,30000
Croatia,HRV,2021-01-13,34553
Croatia,HRV,2021-01-14,38000
Croatia,HRV,2021-01-15,41532
Croatia,HRV,2021-01-16,45906
Croatia,HRV,2021-01-19,54304
Croatia,HRV,2021-01-25,58077
Croatia,HRV,2021-02-01,58829
Croatia,HRV,2021-02-03,59064
Croatia,HRV,2021-02-04,59593
Croatia,HRV,2021-02-09,61241
Croatia,HRV,2021-02-11,64775
Croatia,HRV,2021-02-15,67825
Croatia,HRV,2021-02-18,87169
Croatia,HRV,2021-02-22,108311
Croatia,HRV,2021-02-24,125771
Croatia,HRV,2021-02-25,135756
Croatia,HRV,2021-03-01,153085
Croatia,HRV,2021-03-04,182000
Croatia,HRV,2021-03-08,202167
Croatia,HRV,2021-03-12,233423
Croatia,HRV,2021-03-19,288622
Croatia,HRV,2021-03-22,311448
Croatia,HRV,2021-03-26,335916
Croatia,HRV,2021-03-28,348648
Croatia,HRV,2021-03-31,385724
Croatia,HRV,2021-04-01,404518
Croatia,HRV,2021-04-02,419431
Croatia,HRV,2021-04-04,426037
Croatia,HRV,2021-04-06,427387
Croatia,HRV,2021-04-07,432601
Croatia,HRV,2021-04-08,440890
Croatia,HRV,2021-04-09,458762
Croatia,HRV,2021-04-10,473522
Croatia,HRV,2021-04-11,477617
Croatia,HRV,2021-04-12,483825
Croatia,HRV,2021-04-13,491601
Croatia,HRV,2021-04-14,500233
Croatia,HRV,2021-04-15,519375
Croatia,HRV,2021-04-16,539487
Croatia,HRV,2021-04-17,552559
Croatia,HRV,2021-04-18,553883
Croatia,HRV,2021-04-19,556969
Croatia,HRV,2021-04-20,565164
Croatia,HRV,2021-04-21,578273
Croatia,HRV,2021-04-22,593972
Croatia,HRV,2021-04-23,611792
Croatia,HRV,2021-04-24,621077
Croatia,HRV,2021-04-25,627216
Croatia,HRV,2021-04-26,629108
Croatia,HRV,2021-04-27,639564
Croatia,HRV,2021-04-28,648709
Croatia,HRV,2021-04-29,682757
Croatia,HRV,2021-04-30,702470
Croatia,HRV,2021-05-01,707057
Croatia,HRV,2021-05-02,708137
Croatia,HRV,2021-05-03,716861
Croatia,HRV,2021-05-04,734556
Croatia,HRV,2021-05-05,760805
Croatia,HRV,2021-05-06,796909
Croatia,HRV,2021-05-07,835320
Croatia,HRV,2021-05-08,867621
Croatia,HRV,2021-05-09,879312
Croatia,HRV,2021-05-10,894881
Croatia,HRV,2021-05-11,919139
Croatia,HRV,2021-05-13,980177
Croatia,HRV,2021-05-14,1009609
Croatia,HRV,2021-05-15,1039233
Croatia,HRV,2021-05-16,1041215
Croatia,HRV,2021-05-17,1052032
Croatia,HRV,2021-05-18,1078103
Croatia,HRV,2021-05-19,1109161
Croatia,HRV,2021-05-21,1157655
Croatia,HRV,2021-05-22,1179998
Cuba,CUB,2021-05-12,70000
Cuba,CUB,2021-05-19,740000
Cuba,CUB,2021-05-23,751764
Curacao,CUW,2021-03-29,15406
Curacao,CUW,2021-03-30,15755
Curacao,CUW,2021-04-01,16498
Curacao,CUW,2021-04-05,20457
Curacao,CUW,2021-04-06,22031
Curacao,CUW,2021-04-07,23497
Curacao,CUW,2021-04-08,24613
Curacao,CUW,2021-04-09,26645
Curacao,CUW,2021-04-10,29990
Curacao,CUW,2021-04-13,37940
Curacao,CUW,2021-04-14,41117
Curacao,CUW,2021-04-15,45386
Curacao,CUW,2021-04-16,47915
Curacao,CUW,2021-04-17,50876
Curacao,CUW,2021-04-19,55151
Curacao,CUW,2021-04-20,57681
Curacao,CUW,2021-04-21,59842
Curacao,CUW,2021-04-22,62322
Curacao,CUW,2021-04-23,64686
Curacao,CUW,2021-04-24,67614
Curacao,CUW,2021-04-25,68206
Curacao,CUW,2021-04-26,68723
Curacao,CUW,2021-04-27,69788
Curacao,CUW,2021-04-28,69977
Curacao,CUW,2021-04-29,71645
Curacao,CUW,2021-04-30,72248
Curacao,CUW,2021-05-01,72855
Curacao,CUW,2021-05-02,72861
Curacao,CUW,2021-05-03,73347
Curacao,CUW,2021-05-04,74294
Curacao,CUW,2021-05-05,75555
Curacao,CUW,2021-05-06,76031
Curacao,CUW,2021-05-08,76490
Curacao,CUW,2021-05-09,77141
Curacao,CUW,2021-05-10,77334
Curacao,CUW,2021-05-11,77849
Curacao,CUW,2021-05-12,78279
Curacao,CUW,2021-05-13,78676
Curacao,CUW,2021-05-14,78944
Curacao,CUW,2021-05-15,79333
Curacao,CUW,2021-05-16,79747
Curacao,CUW,2021-05-17,79954
Curacao,CUW,2021-05-18,80391
Curacao,CUW,2021-05-19,80771
Curacao,CUW,2021-05-20,81097
Curacao,CUW,2021-05-21,81895
Curacao,CUW,2021-05-22,82230
Curacao,CUW,2021-05-23,82471
Cyprus,CYP,2021-01-06,3901
Cyprus,CYP,2021-01-10,6035
Cyprus,CYP,2021-01-16,10226
Cyprus,CYP,2021-01-23,15322
Cyprus,CYP,2021-01-30,19618
Cyprus,CYP,2021-02-06,22813
Cyprus,CYP,2021-02-13,29592
Cyprus,CYP,2021-02-20,37570
Cyprus,CYP,2021-02-23,44239
Cyprus,CYP,2021-02-26,53617
Cyprus,CYP,2021-03-07,70534
Cyprus,CYP,2021-03-20,93475
Cyprus,CYP,2021-04-03,114660
Cyprus,CYP,2021-04-07,124165
Cyprus,CYP,2021-04-09,130937
Cyprus,CYP,2021-04-16,145357
Cyprus,CYP,2021-04-19,156682
Cyprus,CYP,2021-04-20,161389
Cyprus,CYP,2021-04-21,165558
Cyprus,CYP,2021-04-23,176082
Cyprus,CYP,2021-05-01,218323
Cyprus,CYP,2021-05-06,252792
Cyprus,CYP,2021-05-10,284264
Cyprus,CYP,2021-05-11,293180
Cyprus,CYP,2021-05-12,305274
Cyprus,CYP,2021-05-14,320309
Cyprus,CYP,2021-05-16,325648
Cyprus,CYP,2021-05-17,334258
Cyprus,CYP,2021-05-18,340015
Cyprus,CYP,2021-05-19,347840
Cyprus,CYP,2021-05-21,356376
Czechia,CZE,2020-12-27,1252
Czechia,CZE,2020-12-28,3548
Czechia,CZE,2020-12-29,6994
Czechia,CZE,2020-12-30,10469
Czechia,CZE,2020-12-31,11773
Czechia,CZE,2021-01-01,12034
Czechia,CZE,2021-01-02,13301
Czechia,CZE,2021-01-03,14216
Czechia,CZE,2021-01-04,17787
Czechia,CZE,2021-01-05,22279
Czechia,CZE,2021-01-06,28095
Czechia,CZE,2021-01-07,36038
Czechia,CZE,2021-01-08,45969
Czechia,CZE,2021-01-09,47982
Czechia,CZE,2021-01-10,49733
Czechia,CZE,2021-01-11,59522
Czechia,CZE,2021-01-12,72878
Czechia,CZE,2021-01-13,86355
Czechia,CZE,2021-01-14,101512
Czechia,CZE,2021-01-15,115452
Czechia,CZE,2021-01-16,118825
Czechia,CZE,2021-01-17,121422
Czechia,CZE,2021-01-18,133871
Czechia,CZE,2021-01-19,146377
Czechia,CZE,2021-01-20,159986
Czechia,CZE,2021-01-21,175539
Czechia,CZE,2021-01-22,190335
Czechia,CZE,2021-01-23,193614
Czechia,CZE,2021-01-24,195857
Czechia,CZE,2021-01-25,205451
Czechia,CZE,2021-01-26,215944
Czechia,CZE,2021-01-27,224931
Czechia,CZE,2021-01-28,231959
Czechia,CZE,2021-01-29,238133
Czechia,CZE,2021-01-30,238851
Czechia,CZE,2021-01-31,239553
Czechia,CZE,2021-02-01,243497
Czechia,CZE,2021-02-02,247614
Czechia,CZE,2021-02-03,251998
Czechia,CZE,2021-02-04,256874
Czechia,CZE,2021-02-05,262311
Czechia,CZE,2021-02-06,263147
Czechia,CZE,2021-02-07,263992
Czechia,CZE,2021-02-08,268008
Czechia,CZE,2021-02-09,273071
Czechia,CZE,2021-02-10,278534
Czechia,CZE,2021-02-11,284810
Czechia,CZE,2021-02-12,291510
Czechia,CZE,2021-02-13,293085
Czechia,CZE,2021-02-14,294073
Czechia,CZE,2021-02-15,300415
Czechia,CZE,2021-02-16,309030
Czechia,CZE,2021-02-17,318689
Czechia,CZE,2021-02-18,330951
Czechia,CZE,2021-02-19,342708
Czechia,CZE,2021-02-20,344636
Czechia,CZE,2021-02-21,345658
Czechia,CZE,2021-02-22,355728
Czechia,CZE,2021-02-23,368574
Czechia,CZE,2021-02-24,382343
Czechia,CZE,2021-02-25,400232
Czechia,CZE,2021-02-26,416293
Czechia,CZE,2021-02-27,419224
Czechia,CZE,2021-02-28,421557
Czechia,CZE,2021-03-01,440850
Czechia,CZE,2021-03-02,467901
Czechia,CZE,2021-03-03,498416
Czechia,CZE,2021-03-04,531402
Czechia,CZE,2021-03-05,559937
Czechia,CZE,2021-03-06,571903
Czechia,CZE,2021-03-07,583227
Czechia,CZE,2021-03-08,612726
Czechia,CZE,2021-03-09,648732
Czechia,CZE,2021-03-10,689641
Czechia,CZE,2021-03-11,734035
Czechia,CZE,2021-03-12,772409
Czechia,CZE,2021-03-13,789372
Czechia,CZE,2021-03-14,801400
Czechia,CZE,2021-03-15,829466
Czechia,CZE,2021-03-16,868035
Czechia,CZE,2021-03-17,905194
Czechia,CZE,2021-03-18,942745
Czechia,CZE,2021-03-19,976775
Czechia,CZE,2021-03-20,991740
Czechia,CZE,2021-03-21,999076
Czechia,CZE,2021-03-22,1023161
Czechia,CZE,2021-03-23,1049430
Czechia,CZE,2021-03-24,1075943
Czechia,CZE,2021-03-25,1101996
Czechia,CZE,2021-03-26,1126500
Czechia,CZE,2021-03-27,1134847
Czechia,CZE,2021-03-28,1140322
Czechia,CZE,2021-03-29,1159037
Czechia,CZE,2021-03-30,1183452
Czechia,CZE,2021-03-31,1206281
Czechia,CZE,2021-04-01,1231579
Czechia,CZE,2021-04-02,1238317
Czechia,CZE,2021-04-03,1241836
Czechia,CZE,2021-04-04,1244294
Czechia,CZE,2021-04-05,1246596
Czechia,CZE,2021-04-06,1262547
Czechia,CZE,2021-04-07,1285665
Czechia,CZE,2021-04-08,1323644
Czechia,CZE,2021-04-09,1362231
Czechia,CZE,2021-04-10,1377434
Czechia,CZE,2021-04-11,1387080
Czechia,CZE,2021-04-12,1424575
Czechia,CZE,2021-04-13,1460087
Czechia,CZE,2021-04-14,1498304
Czechia,CZE,2021-04-15,1545506
Czechia,CZE,2021-04-16,1589605
Czechia,CZE,2021-04-17,1606058
Czechia,CZE,2021-04-18,1618936
Czechia,CZE,2021-04-19,1662402
Czechia,CZE,2021-04-20,1704209
Czechia,CZE,2021-04-21,1751349
Czechia,CZE,2021-04-22,1805206
Czechia,CZE,2021-04-23,1854614
Czechia,CZE,2021-04-24,1872176
Czechia,CZE,2021-04-25,1886643
Czechia,CZE,2021-04-26,1935608
Czechia,CZE,2021-04-27,1983947
Czechia,CZE,2021-04-28,2042126
Czechia,CZE,2021-04-29,2106861
Czechia,CZE,2021-04-30,2168352
Czechia,CZE,2021-05-01,2187459
Czechia,CZE,2021-05-02,2206197
Czechia,CZE,2021-05-03,2272763
Czechia,CZE,2021-05-04,2338378
Czechia,CZE,2021-05-05,2410679
Czechia,CZE,2021-05-06,2490027
Czechia,CZE,2021-05-07,2566419
Czechia,CZE,2021-05-08,2595626
Czechia,CZE,2021-05-09,2619633
Czechia,CZE,2021-05-10,2691342
Czechia,CZE,2021-05-11,2766398
Czechia,CZE,2021-05-12,2845314
Czechia,CZE,2021-05-13,2928341
Czechia,CZE,2021-05-14,3006617
Czechia,CZE,2021-05-15,3038135
Czechia,CZE,2021-05-16,3063734
Czechia,CZE,2021-05-17,3135486
Czechia,CZE,2021-05-18,3206664
Czechia,CZE,2021-05-19,3282863
Czechia,CZE,2021-05-20,3356147
Czechia,CZE,2021-05-21,3422090
Czechia,CZE,2021-05-22,3452850
Czechia,CZE,2021-05-23,3473942
Democratic Republic of Congo,COD,2021-04-18,0
Democratic Republic of Congo,COD,2021-04-25,1700
Democratic Republic of Congo,COD,2021-05-12,8446
Democratic Republic of Congo,COD,2021-05-18,11155
Democratic Republic of Congo,COD,2021-05-21,15436
Denmark,DNK,2020-12-27,6331
Denmark,DNK,2020-12-28,8341
Denmark,DNK,2020-12-29,17098
Denmark,DNK,2020-12-30,28309
Denmark,DNK,2020-12-31,34324
Denmark,DNK,2021-01-01,36606
Denmark,DNK,2021-01-02,45248
Denmark,DNK,2021-01-03,51059
Denmark,DNK,2021-01-04,53452
Denmark,DNK,2021-01-05,66674
Denmark,DNK,2021-01-06,85970
Denmark,DNK,2021-01-07,103083
Denmark,DNK,2021-01-08,111355
Denmark,DNK,2021-01-09,113240
Denmark,DNK,2021-01-10,114054
Denmark,DNK,2021-01-11,114710
